N_PROF,N_LEVELS,TEMP,PSAL,PRES,latitude,longitude,time
0,692,4.154,34.716,1388.0,-8.2858,107.0376,2025-01-31 23:56:21
0,693,4.149,34.715,1390.0,-8.2858,107.0376,2025-01-31 23:56:21
0,694,4.145,34.715,1392.0,-8.2858,107.0376,2025-01-31 23:56:21
0,695,4.137,34.715,1394.0,-8.2858,107.0376,2025-01-31 23:56:21
0,696,4.132,34.715,1396.0,-8.2858,107.0376,2025-01-31 23:56:21
0,697,4.126,34.714,1398.0,-8.2858,107.0376,2025-01-31 23:56:21
0,698,4.12,34.715,1400.0,-8.2858,107.0376,2025-01-31 23:56:21
0,699,4.12,34.715,1402.0,-8.2858,107.0376,2025-01-31 23:56:21
0,700,4.126,34.716,1404.0,-8.2858,107.0376,2025-01-31 23:56:21
0,701,4.119,34.716,1406.0,-8.2858,107.0376,2025-01-31 23:56:21
0,702,4.117,34.716,1408.0,-8.2858,107.0376,2025-01-31 23:56:21
0,703,4.12,34.717,1410.0,-8.2858,107.0376,2025-01-31 23:56:21
0,704,4.12,34.718,1412.0,-8.2858,107.0376,2025-01-31 23:56:21
0,705,4.12,34.719,1414.0,-8.2858,107.0376,2025-01-31 23:56:21
0,706,4.163,34.728,1416.0,-8.2858,107.0376,2025-01-31 23:56:21
0,707,4.214,34.742,1418.0,-8.2858,107.0376,2025-01-31 23:56:21
0,708,4.244,34.75,1420.0,-8.2858,107.0376,2025-01-31 23:56:21
0,709,4.26,34.754,1422.0,-8.2858,107.0376,2025-01-31 23:56:21
0,710,4.251,34.754,1424.0,-8.2858,107.0376,2025-01-31 23:56:21
0,711,4.239,34.753,1426.0,-8.2858,107.0376,2025-01-31 23:56:21
0,712,4.234,34.752,1428.0,-8.2858,107.0376,2025-01-31 23:56:21
0,713,4.228,34.751,1430.0,-8.2858,107.0376,2025-01-31 23:56:21
0,714,4.228,34.751,1432.0,-8.2858,107.0376,2025-01-31 23:56:21
0,715,4.225,34.751,1434.0,-8.2858,107.0376,2025-01-31 23:56:21
0,716,4.219,34.749,1436.0,-8.2858,107.0376,2025-01-31 23:56:21
0,717,4.216,34.749,1438.0,-8.2858,107.0376,2025-01-31 23:56:21
0,718,4.206,34.748,1440.0,-8.2858,107.0376,2025-01-31 23:56:21
0,719,4.178,34.747,1442.0,-8.2858,107.0376,2025-01-31 23:56:21
0,720,4.15,34.745,1444.0,-8.2858,107.0376,2025-01-31 23:56:21
0,721,4.141,34.744,1446.0,-8.2858,107.0376,2025-01-31 23:56:21
0,722,4.131,34.742,1448.0,-8.2858,107.0376,2025-01-31 23:56:21
0,723,4.12,34.741,1450.0,-8.2858,107.0376,2025-01-31 23:56:21
0,724,4.113,34.741,1452.0,-8.2858,107.0376,2025-01-31 23:56:21
0,725,4.108,34.741,1454.0,-8.2858,107.0376,2025-01-31 23:56:21
0,726,4.111,34.742,1456.0,-8.2858,107.0376,2025-01-31 23:56:21
0,727,4.115,34.744,1458.0,-8.2858,107.0376,2025-01-31 23:56:21
0,728,4.117,34.745,1460.0,-8.2858,107.0376,2025-01-31 23:56:21
0,729,4.121,34.746,1462.0,-8.2858,107.0376,2025-01-31 23:56:21
0,730,4.123,34.746,1464.0,-8.2858,107.0376,2025-01-31 23:56:21
0,731,4.126,34.747,1466.0,-8.2858,107.0376,2025-01-31 23:56:21
0,732,4.121,34.746,1468.0,-8.2858,107.0376,2025-01-31 23:56:21
0,733,4.088,34.743,1470.0,-8.2858,107.0376,2025-01-31 23:56:21
0,734,4.047,34.738,1472.0,-8.2858,107.0376,2025-01-31 23:56:21
0,735,4.023,34.735,1474.0,-8.2858,107.0376,2025-01-31 23:56:21
0,736,3.973,34.729,1476.0,-8.2858,107.0376,2025-01-31 23:56:21
0,737,3.937,34.724,1478.0,-8.2858,107.0376,2025-01-31 23:56:21
0,738,3.923,34.722,1480.0,-8.2858,107.0376,2025-01-31 23:56:21
0,739,3.923,34.723,1482.0,-8.2858,107.0376,2025-01-31 23:56:21
0,740,3.924,34.723,1484.0,-8.2858,107.0376,2025-01-31 23:56:21
0,741,3.924,34.723,1486.0,-8.2858,107.0376,2025-01-31 23:56:21
0,742,3.929,34.724,1488.0,-8.2858,107.0376,2025-01-31 23:56:21
0,743,3.963,34.73,1490.0,-8.2858,107.0376,2025-01-31 23:56:21
0,744,3.955,34.731,1492.0,-8.2858,107.0376,2025-01-31 23:56:21
0,745,3.908,34.726,1494.0,-8.2858,107.0376,2025-01-31 23:56:21
0,746,3.889,34.723,1496.0,-8.2858,107.0376,2025-01-31 23:56:21
0,747,3.881,34.723,1498.0,-8.2858,107.0376,2025-01-31 23:56:21
0,748,3.874,34.722,1500.0,-8.2858,107.0376,2025-01-31 23:56:21
0,749,3.888,34.727,1502.0,-8.2858,107.0376,2025-01-31 23:56:21
0,750,3.896,34.73,1504.0,-8.2858,107.0376,2025-01-31 23:56:21
0,751,3.899,34.731,1506.0,-8.2858,107.0376,2025-01-31 23:56:21
0,752,3.907,34.733,1508.0,-8.2858,107.0376,2025-01-31 23:56:21
0,753,3.921,34.736,1510.0,-8.2858,107.0376,2025-01-31 23:56:21
0,754,3.94,34.739,1512.0,-8.2858,107.0376,2025-01-31 23:56:21
0,755,3.949,34.743,1514.0,-8.2858,107.0376,2025-01-31 23:56:21
0,756,3.924,34.743,1516.0,-8.2858,107.0376,2025-01-31 23:56:21
0,757,3.906,34.742,1518.0,-8.2858,107.0376,2025-01-31 23:56:21
0,758,3.893,34.742,1520.0,-8.2858,107.0376,2025-01-31 23:56:21
0,759,3.881,34.741,1522.0,-8.2858,107.0376,2025-01-31 23:56:21
0,760,3.876,34.741,1524.0,-8.2858,107.0376,2025-01-31 23:56:21
0,761,3.874,34.741,1526.0,-8.2858,107.0376,2025-01-31 23:56:21
0,762,3.87,34.741,1528.0,-8.2858,107.0376,2025-01-31 23:56:21
0,763,3.867,34.741,1530.0,-8.2858,107.0376,2025-01-31 23:56:21
0,764,3.864,34.741,1532.0,-8.2858,107.0376,2025-01-31 23:56:21
0,765,3.861,34.74,1534.0,-8.2858,107.0376,2025-01-31 23:56:21
0,766,3.854,34.74,1536.0,-8.2858,107.0376,2025-01-31 23:56:21
0,767,3.849,34.739,1538.0,-8.2858,107.0376,2025-01-31 23:56:21
0,768,3.844,34.739,1540.0,-8.2858,107.0376,2025-01-31 23:56:21
0,769,3.827,34.738,1542.0,-8.2858,107.0376,2025-01-31 23:56:21
0,770,3.817,34.738,1544.0,-8.2858,107.0376,2025-01-31 23:56:21
0,771,3.813,34.739,1546.0,-8.2858,107.0376,2025-01-31 23:56:21
0,772,3.813,34.74,1548.0,-8.2858,107.0376,2025-01-31 23:56:21
0,773,3.812,34.74,1550.0,-8.2858,107.0376,2025-01-31 23:56:21
0,774,3.807,34.74,1552.0,-8.2858,107.0376,2025-01-31 23:56:21
0,775,3.802,34.74,1554.0,-8.2858,107.0376,2025-01-31 23:56:21
0,776,3.786,34.739,1556.0,-8.2858,107.0376,2025-01-31 23:56:21
0,777,3.766,34.738,1558.0,-8.2858,107.0376,2025-01-31 23:56:21
0,778,3.746,34.736,1560.0,-8.2858,107.0376,2025-01-31 23:56:21
0,779,3.74,34.736,1562.0,-8.2858,107.0376,2025-01-31 23:56:21
0,780,3.734,34.736,1564.0,-8.2858,107.0376,2025-01-31 23:56:21
0,781,3.738,34.739,1566.0,-8.2858,107.0376,2025-01-31 23:56:21
0,782,3.738,34.74,1568.0,-8.2858,107.0376,2025-01-31 23:56:21
0,783,3.737,34.742,1570.0,-8.2858,107.0376,2025-01-31 23:56:21
0,784,3.735,34.742,1572.0,-8.2858,107.0376,2025-01-31 23:56:21
0,785,3.727,34.742,1574.0,-8.2858,107.0376,2025-01-31 23:56:21
0,786,3.721,34.742,1576.0,-8.2858,107.0376,2025-01-31 23:56:21
0,787,3.712,34.741,1578.0,-8.2858,107.0376,2025-01-31 23:56:21
0,788,3.712,34.741,1580.0,-8.2858,107.0376,2025-01-31 23:56:21
0,789,3.697,34.739,1582.0,-8.2858,107.0376,2025-01-31 23:56:21
0,790,3.677,34.739,1584.0,-8.2858,107.0376,2025-01-31 23:56:21
0,791,3.671,34.741,1586.0,-8.2858,107.0376,2025-01-31 23:56:21
0,792,3.668,34.742,1588.0,-8.2858,107.0376,2025-01-31 23:56:21
0,793,3.669,34.742,1590.0,-8.2858,107.0376,2025-01-31 23:56:21
0,794,3.667,34.743,1592.0,-8.2858,107.0376,2025-01-31 23:56:21
0,795,3.663,34.742,1594.0,-8.2858,107.0376,2025-01-31 23:56:21
0,796,3.657,34.742,1596.0,-8.2858,107.0376,2025-01-31 23:56:21
0,797,3.638,34.741,1598.0,-8.2858,107.0376,2025-01-31 23:56:21
0,798,3.619,34.74,1600.0,-8.2858,107.0376,2025-01-31 23:56:21
0,799,3.609,34.739,1602.0,-8.2858,107.0376,2025-01-31 23:56:21
0,800,3.605,34.738,1604.0,-8.2858,107.0376,2025-01-31 23:56:21
0,801,3.602,34.737,1606.0,-8.2858,107.0376,2025-01-31 23:56:21
0,802,3.594,34.736,1608.0,-8.2858,107.0376,2025-01-31 23:56:21
0,803,3.568,34.733,1610.0,-8.2858,107.0376,2025-01-31 23:56:21
0,804,3.529,34.729,1612.0,-8.2858,107.0376,2025-01-31 23:56:21
0,805,3.519,34.729,1614.0,-8.2858,107.0376,2025-01-31 23:56:21
0,806,3.506,34.729,1616.0,-8.2858,107.0376,2025-01-31 23:56:21
0,807,3.5,34.728,1618.0,-8.2858,107.0376,2025-01-31 23:56:21
0,808,3.5,34.728,1620.0,-8.2858,107.0376,2025-01-31 23:56:21
0,809,3.498,34.728,1622.0,-8.2858,107.0376,2025-01-31 23:56:21
0,810,3.49,34.728,1624.0,-8.2858,107.0376,2025-01-31 23:56:21
0,811,3.468,34.73,1626.0,-8.2858,107.0376,2025-01-31 23:56:21
0,812,3.465,34.731,1628.0,-8.2858,107.0376,2025-01-31 23:56:21
0,813,3.465,34.731,1630.0,-8.2858,107.0376,2025-01-31 23:56:21
0,814,3.463,34.732,1632.0,-8.2858,107.0376,2025-01-31 23:56:21
0,815,3.455,34.735,1634.0,-8.2858,107.0376,2025-01-31 23:56:21
0,816,3.442,34.736,1636.0,-8.2858,107.0376,2025-01-31 23:56:21
0,817,3.429,34.736,1638.0,-8.2858,107.0376,2025-01-31 23:56:21
0,818,3.417,34.736,1640.0,-8.2858,107.0376,2025-01-31 23:56:21
0,819,3.407,34.736,1642.0,-8.2858,107.0376,2025-01-31 23:56:21
0,820,3.405,34.737,1644.0,-8.2858,107.0376,2025-01-31 23:56:21
0,821,3.402,34.736,1646.0,-8.2858,107.0376,2025-01-31 23:56:21
0,822,3.397,34.736,1648.0,-8.2858,107.0376,2025-01-31 23:56:21
0,823,3.385,34.736,1650.0,-8.2858,107.0376,2025-01-31 23:56:21
0,824,3.377,34.736,1652.0,-8.2858,107.0376,2025-01-31 23:56:21
0,825,3.363,34.734,1654.0,-8.2858,107.0376,2025-01-31 23:56:21
0,826,3.353,34.734,1656.0,-8.2858,107.0376,2025-01-31 23:56:21
0,827,3.34,34.733,1658.0,-8.2858,107.0376,2025-01-31 23:56:21
0,828,3.334,34.733,1660.0,-8.2858,107.0376,2025-01-31 23:56:21
0,829,3.327,34.733,1662.0,-8.2858,107.0376,2025-01-31 23:56:21
0,830,3.321,34.732,1664.0,-8.2858,107.0376,2025-01-31 23:56:21
0,831,3.315,34.732,1666.0,-8.2858,107.0376,2025-01-31 23:56:21
0,832,3.308,34.731,1668.0,-8.2858,107.0376,2025-01-31 23:56:21
0,833,3.292,34.73,1670.0,-8.2858,107.0376,2025-01-31 23:56:21
0,834,3.272,34.729,1672.0,-8.2858,107.0376,2025-01-31 23:56:21
0,835,3.264,34.728,1674.0,-8.2858,107.0376,2025-01-31 23:56:21
0,836,3.249,34.728,1676.0,-8.2858,107.0376,2025-01-31 23:56:21
0,837,3.236,34.726,1678.0,-8.2858,107.0376,2025-01-31 23:56:21
0,838,3.23,34.726,1680.0,-8.2858,107.0376,2025-01-31 23:56:21
0,839,3.227,34.725,1682.0,-8.2858,107.0376,2025-01-31 23:56:21
0,840,3.224,34.725,1684.0,-8.2858,107.0376,2025-01-31 23:56:21
0,841,3.22,34.725,1686.0,-8.2858,107.0376,2025-01-31 23:56:21
0,842,3.219,34.725,1688.0,-8.2858,107.0376,2025-01-31 23:56:21
0,843,3.213,34.725,1690.0,-8.2858,107.0376,2025-01-31 23:56:21
0,844,3.207,34.724,1692.0,-8.2858,107.0376,2025-01-31 23:56:21
0,845,3.205,34.724,1694.0,-8.2858,107.0376,2025-01-31 23:56:21
0,846,3.199,34.723,1696.0,-8.2858,107.0376,2025-01-31 23:56:21
0,847,3.197,34.723,1698.0,-8.2858,107.0376,2025-01-31 23:56:21
0,848,3.193,34.723,1700.0,-8.2858,107.0376,2025-01-31 23:56:21
0,849,3.188,34.722,1702.0,-8.2858,107.0376,2025-01-31 23:56:21
0,850,3.185,34.722,1704.0,-8.2858,107.0376,2025-01-31 23:56:21
0,851,3.184,34.722,1706.0,-8.2858,107.0376,2025-01-31 23:56:21
0,852,3.183,34.722,1708.0,-8.2858,107.0376,2025-01-31 23:56:21
0,853,3.181,34.722,1710.0,-8.2858,107.0376,2025-01-31 23:56:21
0,854,3.178,34.722,1712.0,-8.2858,107.0376,2025-01-31 23:56:21
0,855,3.176,34.722,1714.0,-8.2858,107.0376,2025-01-31 23:56:21
0,856,3.177,34.722,1716.0,-8.2858,107.0376,2025-01-31 23:56:21
0,857,3.176,34.722,1718.0,-8.2858,107.0376,2025-01-31 23:56:21
0,858,3.17,34.722,1720.0,-8.2858,107.0376,2025-01-31 23:56:21
0,859,3.16,34.722,1722.0,-8.2858,107.0376,2025-01-31 23:56:21
0,860,3.155,34.722,1724.0,-8.2858,107.0376,2025-01-31 23:56:21
0,861,3.151,34.721,1726.0,-8.2858,107.0376,2025-01-31 23:56:21
0,862,3.146,34.721,1728.0,-8.2858,107.0376,2025-01-31 23:56:21
0,863,3.141,34.721,1730.0,-8.2858,107.0376,2025-01-31 23:56:21
0,864,3.136,34.721,1732.0,-8.2858,107.0376,2025-01-31 23:56:21
0,865,3.132,34.721,1734.0,-8.2858,107.0376,2025-01-31 23:56:21
0,866,3.128,34.721,1736.0,-8.2858,107.0376,2025-01-31 23:56:21
0,867,3.127,34.721,1738.0,-8.2858,107.0376,2025-01-31 23:56:21
0,868,3.126,34.721,1740.0,-8.2858,107.0376,2025-01-31 23:56:21
0,869,3.124,34.721,1742.0,-8.2858,107.0376,2025-01-31 23:56:21
0,870,3.124,34.721,1744.0,-8.2858,107.0376,2025-01-31 23:56:21
0,871,3.124,34.722,1746.0,-8.2858,107.0376,2025-01-31 23:56:21
0,872,3.124,34.722,1748.0,-8.2858,107.0376,2025-01-31 23:56:21
0,873,3.124,34.723,1750.0,-8.2858,107.0376,2025-01-31 23:56:21
0,874,3.126,34.723,1752.0,-8.2858,107.0376,2025-01-31 23:56:21
0,875,3.123,34.724,1754.0,-8.2858,107.0376,2025-01-31 23:56:21
0,876,3.121,34.724,1756.0,-8.2858,107.0376,2025-01-31 23:56:21
0,877,3.123,34.724,1758.0,-8.2858,107.0376,2025-01-31 23:56:21
0,878,3.117,34.725,1760.0,-8.2858,107.0376,2025-01-31 23:56:21
0,879,3.111,34.725,1762.0,-8.2858,107.0376,2025-01-31 23:56:21
0,880,3.101,34.726,1764.0,-8.2858,107.0376,2025-01-31 23:56:21
0,881,3.098,34.727,1766.0,-8.2858,107.0376,2025-01-31 23:56:21
0,882,3.091,34.727,1768.0,-8.2858,107.0376,2025-01-31 23:56:21
0,883,3.089,34.727,1770.0,-8.2858,107.0376,2025-01-31 23:56:21
0,884,3.086,34.727,1772.0,-8.2858,107.0376,2025-01-31 23:56:21
0,885,3.085,34.727,1774.0,-8.2858,107.0376,2025-01-31 23:56:21
0,886,3.083,34.727,1776.0,-8.2858,107.0376,2025-01-31 23:56:21
0,887,3.08,34.727,1778.0,-8.2858,107.0376,2025-01-31 23:56:21
0,888,3.078,34.727,1780.0,-8.2858,107.0376,2025-01-31 23:56:21
0,889,3.074,34.727,1782.0,-8.2858,107.0376,2025-01-31 23:56:21
0,890,3.062,34.727,1784.0,-8.2858,107.0376,2025-01-31 23:56:21
0,891,3.051,34.727,1786.0,-8.2858,107.0376,2025-01-31 23:56:21
0,892,3.042,34.727,1788.0,-8.2858,107.0376,2025-01-31 23:56:21
0,893,3.03,34.728,1790.0,-8.2858,107.0376,2025-01-31 23:56:21
0,894,3.013,34.728,1792.0,-8.2858,107.0376,2025-01-31 23:56:21
0,895,3.004,34.727,1794.0,-8.2858,107.0376,2025-01-31 23:56:21
0,896,2.999,34.727,1796.0,-8.2858,107.0376,2025-01-31 23:56:21
0,897,2.988,34.727,1798.0,-8.2858,107.0376,2025-01-31 23:56:21
0,898,2.985,34.727,1800.0,-8.2858,107.0376,2025-01-31 23:56:21
0,899,2.984,34.727,1802.0,-8.2858,107.0376,2025-01-31 23:56:21
0,900,2.983,34.727,1804.0,-8.2858,107.0376,2025-01-31 23:56:21
0,901,2.979,34.727,1806.0,-8.2858,107.0376,2025-01-31 23:56:21
0,902,2.974,34.727,1808.0,-8.2858,107.0376,2025-01-31 23:56:21
0,903,2.969,34.727,1810.0,-8.2858,107.0376,2025-01-31 23:56:21
0,904,2.96,34.727,1812.0,-8.2858,107.0376,2025-01-31 23:56:21
0,905,2.957,34.727,1814.0,-8.2858,107.0376,2025-01-31 23:56:21
0,906,2.952,34.726,1816.0,-8.2858,107.0376,2025-01-31 23:56:21
0,907,2.945,34.727,1818.0,-8.2858,107.0376,2025-01-31 23:56:21
0,908,2.942,34.727,1820.0,-8.2858,107.0376,2025-01-31 23:56:21
0,909,2.936,34.728,1822.0,-8.2858,107.0376,2025-01-31 23:56:21
0,910,2.927,34.728,1824.0,-8.2858,107.0376,2025-01-31 23:56:21
0,911,2.925,34.728,1826.0,-8.2858,107.0376,2025-01-31 23:56:21
0,912,2.925,34.728,1828.0,-8.2858,107.0376,2025-01-31 23:56:21
0,913,2.923,34.728,1830.0,-8.2858,107.0376,2025-01-31 23:56:21
0,914,2.921,34.728,1832.0,-8.2858,107.0376,2025-01-31 23:56:21
0,915,2.916,34.728,1834.0,-8.2858,107.0376,2025-01-31 23:56:21
0,916,2.906,34.728,1836.0,-8.2858,107.0376,2025-01-31 23:56:21
0,917,2.903,34.728,1838.0,-8.2858,107.0376,2025-01-31 23:56:21
0,918,2.901,34.728,1840.0,-8.2858,107.0376,2025-01-31 23:56:21
0,919,2.898,34.728,1842.0,-8.2858,107.0376,2025-01-31 23:56:21
0,920,2.895,34.728,1844.0,-8.2858,107.0376,2025-01-31 23:56:21
0,921,2.892,34.727,1846.0,-8.2858,107.0376,2025-01-31 23:56:21
0,922,2.886,34.727,1848.0,-8.2858,107.0376,2025-01-31 23:56:21
0,923,2.878,34.727,1850.0,-8.2858,107.0376,2025-01-31 23:56:21
0,924,2.873,34.727,1852.0,-8.2858,107.0376,2025-01-31 23:56:21
0,925,2.869,34.727,1854.0,-8.2858,107.0376,2025-01-31 23:56:21
0,926,2.867,34.727,1856.0,-8.2858,107.0376,2025-01-31 23:56:21
0,927,2.865,34.727,1858.0,-8.2858,107.0376,2025-01-31 23:56:21
0,928,2.863,34.727,1860.0,-8.2858,107.0376,2025-01-31 23:56:21
0,929,2.862,34.727,1862.0,-8.2858,107.0376,2025-01-31 23:56:21
0,930,2.859,34.727,1864.0,-8.2858,107.0376,2025-01-31 23:56:21
0,931,2.852,34.727,1866.0,-8.2858,107.0376,2025-01-31 23:56:21
0,932,2.85,34.726,1868.0,-8.2858,107.0376,2025-01-31 23:56:21
0,933,2.845,34.726,1870.0,-8.2858,107.0376,2025-01-31 23:56:21
0,934,2.841,34.727,1872.0,-8.2858,107.0376,2025-01-31 23:56:21
0,935,2.839,34.727,1874.0,-8.2858,107.0376,2025-01-31 23:56:21
0,936,2.835,34.726,1876.0,-8.2858,107.0376,2025-01-31 23:56:21
0,937,2.826,34.727,1878.0,-8.2858,107.0376,2025-01-31 23:56:21
0,938,2.821,34.726,1880.0,-8.2858,107.0376,2025-01-31 23:56:21
0,939,2.82,34.726,1882.0,-8.2858,107.0376,2025-01-31 23:56:21
0,940,2.819,34.726,1884.0,-8.2858,107.0376,2025-01-31 23:56:21
0,941,2.819,34.726,1886.0,-8.2858,107.0376,2025-01-31 23:56:21
0,942,2.818,34.726,1888.0,-8.2858,107.0376,2025-01-31 23:56:21
0,943,2.818,34.726,1890.0,-8.2858,107.0376,2025-01-31 23:56:21
0,944,2.816,34.726,1892.0,-8.2858,107.0376,2025-01-31 23:56:21
0,945,2.815,34.727,1894.0,-8.2858,107.0376,2025-01-31 23:56:21
0,946,2.814,34.727,1896.0,-8.2858,107.0376,2025-01-31 23:56:21
0,947,2.813,34.727,1898.0,-8.2858,107.0376,2025-01-31 23:56:21
0,948,2.811,34.727,1900.0,-8.2858,107.0376,2025-01-31 23:56:21
0,949,2.808,34.728,1902.0,-8.2858,107.0376,2025-01-31 23:56:21
0,950,2.804,34.729,1904.0,-8.2858,107.0376,2025-01-31 23:56:21
0,951,2.801,34.728,1906.0,-8.2858,107.0376,2025-01-31 23:56:21
0,952,2.796,34.728,1908.0,-8.2858,107.0376,2025-01-31 23:56:21
0,953,2.793,34.728,1910.0,-8.2858,107.0376,2025-01-31 23:56:21
0,954,2.79,34.729,1912.0,-8.2858,107.0376,2025-01-31 23:56:21
0,955,2.786,34.729,1914.0,-8.2858,107.0376,2025-01-31 23:56:21
0,956,2.785,34.729,1916.0,-8.2858,107.0376,2025-01-31 23:56:21
0,957,2.78,34.73,1918.0,-8.2858,107.0376,2025-01-31 23:56:21
0,958,2.776,34.73,1920.0,-8.2858,107.0376,2025-01-31 23:56:21
0,959,2.775,34.73,1922.1,-8.2858,107.0376,2025-01-31 23:56:21
0,960,2.774,34.73,1924.0,-8.2858,107.0376,2025-01-31 23:56:21
0,961,2.771,34.73,1926.0,-8.2858,107.0376,2025-01-31 23:56:21
0,962,2.765,34.73,1928.0,-8.2858,107.0376,2025-01-31 23:56:21
0,963,2.764,34.73,1930.0,-8.2858,107.0376,2025-01-31 23:56:21
0,964,2.762,34.73,1932.0,-8.2858,107.0376,2025-01-31 23:56:21
0,965,2.76,34.73,1934.0,-8.2858,107.0376,2025-01-31 23:56:21
0,966,2.754,34.73,1936.0,-8.2858,107.0376,2025-01-31 23:56:21
0,967,2.735,34.73,1938.0,-8.2858,107.0376,2025-01-31 23:56:21
0,968,2.722,34.73,1940.0,-8.2858,107.0376,2025-01-31 23:56:21
0,969,2.715,34.73,1942.0,-8.2858,107.0376,2025-01-31 23:56:21
0,970,2.709,34.731,1944.0,-8.2858,107.0376,2025-01-31 23:56:21
0,971,2.699,34.731,1946.0,-8.2858,107.0376,2025-01-31 23:56:21
0,972,2.696,34.731,1948.0,-8.2858,107.0376,2025-01-31 23:56:21
0,973,2.695,34.731,1950.0,-8.2858,107.0376,2025-01-31 23:56:21
0,974,2.694,34.731,1952.0,-8.2858,107.0376,2025-01-31 23:56:21
0,975,2.692,34.731,1954.0,-8.2858,107.0376,2025-01-31 23:56:21
0,976,2.691,34.731,1956.0,-8.2858,107.0376,2025-01-31 23:56:21
0,977,2.688,34.731,1958.0,-8.2858,107.0376,2025-01-31 23:56:21
0,978,2.683,34.731,1960.0,-8.2858,107.0376,2025-01-31 23:56:21
0,979,2.671,34.731,1962.0,-8.2858,107.0376,2025-01-31 23:56:21
0,980,2.67,34.731,1964.2,-8.2858,107.0376,2025-01-31 23:56:21
0,981,2.67,34.73,1965.1,-8.2858,107.0376,2025-01-31 23:56:21
1,0,28.758,34.78,3.1,-0.6992616666666667,77.99821166666666,2025-01-31 23:51:30
1,1,28.756,34.779,3.9,-0.6992616666666667,77.99821166666666,2025-01-31 23:51:30
1,2,28.754,34.781,4.7,-0.6992616666666667,77.99821166666666,2025-01-31 23:51:30
1,3,28.76,34.779,5.9,-0.6992616666666667,77.99821166666666,2025-01-31 23:51:30
1,4,28.759,34.78,7.1,-0.6992616666666667,77.99821166666666,2025-01-31 23:51:30
1,5,28.759,34.78,7.9,-0.6992616666666667,77.99821166666666,2025-01-31 23:51:30
1,6,28.757,34.78,8.8,-0.6992616666666667,77.99821166666666,2025-01-31 23:51:30
1,7,28.753,34.781,9.7,-0.6992616666666667,77.99821166666666,2025-01-31 23:51:30
1,8,28.758,34.779,10.9,-0.6992616666666667,77.99821166666666,2025-01-31 23:51:30
1,9,28.734,34.782,12.4,-0.6992616666666667,77.99821166666666,2025-01-31 23:51:30
1,10,28.737,34.783,13.4,-0.6992616666666667,77.99821166666666,2025-01-31 23:51:30
1,11,28.732,34.782,14.4,-0.6992616666666667,77.99821166666666,2025-01-31 23:51:30
1,12,28.731,34.781,15.3,-0.6992616666666667,77.99821166666666,2025-01-31 23:51:30
1,13,28.712,34.788,16.2,-0.6992616666666667,77.99821166666666,2025-01-31 23:51:30
1,14,28.693,34.785,17.2,-0.6992616666666667,77.99821166666666,2025-01-31 23:51:30
1,15,28.685,34.786,18.1,-0.6992616666666667,77.99821166666666,2025-01-31 23:51:30
1,16,28.681,34.785,19.0,-0.6992616666666667,77.99821166666666,2025-01-31 23:51:30
1,17,28.671,34.788,19.9,-0.6992616666666667,77.99821166666666,2025-01-31 23:51:30
